COL.,DATA TYPE  ,,,,,,,,,,,,,,,
1,Date Time (AST),,,,,,,,,,,,,,,
2,0-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
3,5-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
4,10-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
5,15-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
6,20-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
7,40-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
8,60-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
9,80-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
10,100-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
11,120-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
12,135-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
13,150-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
,"NOTE:,6999 DENOTES MISSING DATA OR INVALID DATA",,,,,,,,,,,,,,,
,",7777 DENOTES UNCOLLECTED DATA ",,,,,,,,,,,,,,,
ID,Year,Month,Day,Hour,Depth.0.cm,Depth.5.cm,Depth.10.cm,Depth.15.cm,Depth.20.cm,Depth.40.cm,Depth.60.cm,Depth.80.cm,Depth.100.cm,Depth.120.cm,Depth.135.cm,Depth.150.cm
1762,2011,3,15,9,-10.56,-9.75,-9.68,-9.25,-8.97,-8.27,-6.941,-6.554,7777,-5.796,-5.548,-5.671
1763,2011,3,15,10,-10.49,-9.75,-9.68,-9.25,-8.97,-8.2,-7.005,-6.553,7777,-5.857,-5.547,-5.671
1764,2011,3,15,11,-10.49,-9.75,-9.68,-9.25,-9.04,-8.27,-7.005,-6.553,7777,-5.857,-5.547,-5.671
1765,2011,3,15,12,-10.49,-9.75,-9.68,-9.25,-9.04,-8.27,-7.005,-6.553,7777,-5.857,-5.547,-5.733
1766,2011,3,15,13,-10.4,-9.67,-9.67,-9.24,-8.96,-8.27,-6.998,-6.546,7777,-5.789,-5.541,-5.664
1767,2011,3,15,14,-10.4,-9.74,-9.67,-9.24,-9.03,-8.26,-6.996,-6.544,7777,-5.787,-5.539,-5.662
1768,2011,3,15,15,-10.33,-9.67,-9.67,-9.24,-9.03,-8.26,-6.996,-6.544,7777,-5.787,-5.539,-5.662
1769,2011,3,15,16,-10.33,-9.67,-9.67,-9.24,-8.96,-8.26,-6.996,-6.544,7777,-5.787,-5.539,-5.662
1770,2011,3,15,17,-10.34,-9.75,-9.68,-9.25,-9.04,-8.34,-7.004,-6.552,7777,-5.857,-5.608,-5.732
1771,2011,3,15,18,-10.32,-9.66,-9.66,-9.23,-9.02,-8.26,-6.991,-6.539,7777,-5.782,-5.534,-5.657
1772,2011,3,15,19,-10.35,-9.69,-9.62,-9.19,-8.98,-8.28,-7.014,-6.498,7777,-5.803,-5.555,-5.679
1773,2011,3,15,20,-10.39,-9.73,-9.66,-9.23,-9.01,-8.32,-7.048,-6.595,7777,-5.836,-5.587,-5.711
1774,2011,3,15,21,-10.36,-9.7,-9.63,-9.2,-8.99,-8.29,-7.023,-6.507,7777,-5.812,-5.564,-5.687
1775,2011,3,15,22,-10.33,-9.67,-9.67,-9.24,-8.96,-8.26,-6.996,-6.543,7777,-5.785,-5.537,-5.661
1776,2011,3,15,23,-10.36,-9.7,-9.63,-9.2,-8.99,-8.29,-7.025,-6.572,7777,-5.813,-5.565,-5.688
1777,2011,3,16,0,-10.36,-9.7,-9.63,-9.2,-9.06,-8.36,-7.024,-6.571,7777,-5.874,-5.564,-5.687
1778,2011,3,16,1,-10.36,-9.7,-9.7,-9.27,-9.06,-8.36,-7.089,-6.571,7777,-5.874,-5.625,-5.75
1779,2011,3,16,2,-10.35,-9.76,-9.69,-9.26,-9.05,-8.35,-7.081,-6.627,7777,-5.867,-5.618,-5.742
1780,2011,3,16,3,-10.35,-9.69,-9.69,-9.26,-9.05,-8.35,-7.08,-6.562,7777,-5.866,-5.555,-5.679
1781,2011,3,16,4,-10.34,-9.68,-9.68,-9.25,-9.04,-8.35,-7.074,-6.62,7777,-5.86,-5.612,-5.736
1782,2011,3,16,5,-10.39,-9.66,-9.66,-9.23,-9.02,-8.32,-7.052,-6.599,7777,-5.839,-5.591,-5.715
1783,2011,3,16,6,-10.4,-9.66,-9.66,-9.23,-9.02,-8.33,-7.122,-6.603,7777,-5.906,-5.595,-5.719
1784,2011,3,16,7,-10.39,-9.73,-9.65,-9.22,-9.01,-8.32,-7.112,-6.594,7777,-5.897,-5.587,-5.71
1785,2011,3,16,8,-10.36,-9.7,-9.63,-9.27,-9.06,-8.36,-7.088,-6.634,7777,-5.874,-5.563,-5.687
1786,2011,3,16,9,-10.26,-9.68,-9.61,-9.25,-9.04,-8.34,-7.07,-6.617,7777,-5.857,-5.609,-5.733
1787,2011,3,16,10,-10.26,-9.68,-9.61,-9.25,-9.04,-8.34,-7.136,-6.617,7777,-5.857,-5.609,-5.733
1788,2011,3,16,11,-10.26,-9.68,-9.68,-9.25,-9.04,-8.41,-7.136,-6.617,7777,-5.92,-5.609,-5.733
1789,2011,3,16,12,-10.18,-9.67,-9.6,-9.24,-9.03,-8.33,-7.062,-6.609,7777,-5.85,-5.54,-5.726
1790,2011,3,16,13,-10.18,-9.67,-9.67,-9.24,-9.03,-8.4,-7.126,-6.608,7777,-5.911,-5.6,-5.724
1791,2011,3,16,14,-10.18,-9.67,-9.67,-9.24,-9.03,-8.4,-7.126,-6.672,7777,-5.911,-5.6,-5.724
1792,2011,3,16,15,-10.16,-9.65,-9.65,-9.23,-9.01,-8.39,-7.115,-6.661,7777,-5.9,-5.59,-5.776
1793,2011,3,16,16,-10.18,-9.66,-9.59,-9.24,-9.02,-8.4,-7.124,-6.67,7777,-5.909,-5.598,-5.784
1794,2011,3,16,17,-10.17,-9.58,-9.58,-9.23,-9.01,-8.39,-7.115,-6.597,7777,-5.9,-5.589,-5.713
1795,2011,3,16,18,-10.13,-9.55,-9.62,-9.19,-8.98,-8.35,-7.079,-6.625,7777,-5.865,-5.617,-5.741
1796,2011,3,16,19,-10.14,-9.56,-9.56,-9.2,-8.99,-8.36,-7.09,-6.636,7777,-5.875,-5.564,-5.75
1797,2011,3,16,20,-10.2,-9.61,-9.61,-9.26,-9.04,-8.35,-7.139,-6.684,7777,-5.921,-5.609,-5.734
1798,2011,3,16,21,-10.17,-9.59,-9.59,-9.23,-9.02,-8.39,-7.117,-6.662,7777,-5.9,-5.588,-5.712
1799,2011,3,16,22,-10.17,-9.59,-9.59,-9.23,-9.02,-8.39,-7.117,-6.662,7777,-5.9,-5.651,-5.713
1800,2011,3,16,23,-10.21,-9.63,-9.63,-9.2,-8.99,-8.36,-7.152,-6.697,7777,-5.871,-5.622,-5.746
1801,2011,3,17,0,-10.28,-9.62,-9.62,-9.19,-9.05,-8.42,-7.145,-6.69,7777,-5.927,-5.615,-5.74
1802,2011,3,17,1,-10.24,-9.65,-9.65,-9.22,-9.01,-8.38,-7.108,-6.654,7777,-5.892,-5.643,-5.767
1803,2011,3,17,2,-10.31,-9.65,-9.65,-9.22,-9.01,-8.38,-7.108,-6.653,7777,-5.891,-5.642,-5.767
1804,2011,3,17,3,-10.31,-9.65,-9.65,-9.22,-9.08,-8.38,-7.108,-6.653,7777,-5.891,-5.642,-5.767
1805,2011,3,17,4,-10.31,-9.65,-9.65,-9.22,-9.01,-8.38,-7.108,-6.653,7777,-5.891,-5.642,-5.767
1806,2011,3,17,5,-10.38,-9.65,-9.65,-9.22,-9.01,-8.38,-7.108,-6.653,7777,-5.891,-5.642,-5.767
1807,2011,3,17,6,-10.38,-9.65,-9.65,-9.22,-9.01,-8.38,-7.108,-6.653,7777,-5.891,-5.642,-5.767
1808,2011,3,17,7,-10.38,-9.72,-9.65,-9.22,-9.08,-8.38,-7.108,-6.653,7777,-5.891,-5.642,-5.767
1809,2011,3,17,8,-10.52,-9.79,-9.71,-9.28,-9.07,-8.44,-7.229,-6.708,7777,-5.945,-5.633,-5.819
1810,2011,3,17,9,-10.45,-9.79,-9.71,-9.28,-9.07,-8.44,-7.164,-6.708,7777,-5.945,-5.696,-5.82
1811,2011,3,17,10,-10.51,-9.77,-9.7,-9.34,-9.06,-8.43,-7.155,-6.699,7777,-5.937,-5.626,-5.75
1812,2011,3,17,11,-10.5,-9.76,-9.69,-9.26,-9.12,-8.42,-7.211,-6.691,7777,-5.929,-5.68,-5.804
1813,2011,3,17,12,-10.49,-9.75,-9.68,-9.32,-9.11,-8.41,-7.201,-6.681,7777,-5.982,-5.671,-5.795
1814,2011,3,17,13,-10.4,-9.81,-9.74,-9.31,-9.1,-8.4,-7.192,-6.737,7777,-5.974,-5.663,-5.787
1815,2011,3,17,14,-10.46,-9.8,-9.73,-9.3,-9.16,-8.46,-7.183,-6.728,7777,-5.965,-5.654,-5.778
1816,2011,3,17,15,-10.45,-9.79,-9.72,-9.29,-9.08,-8.45,-7.174,-6.719,7777,-5.958,-5.646,-5.77
1817,2011,3,17,16,-10.45,-9.79,-9.72,-9.29,-9.07,-8.38,-7.173,-6.718,7777,-5.957,-5.646,-5.77
1818,2011,3,17,17,-10.54,-9.87,-9.8,-9.37,-9.15,-8.46,-7.247,-6.726,7777,-5.964,-5.715,-5.839
1819,2011,3,17,18,-10.46,-9.8,-9.73,-9.3,-9.16,-8.46,-7.182,-6.663,7777,-5.965,-5.654,-5.778
1820,2011,3,17,19,-10.55,-9.81,-9.74,-9.31,-9.1,-8.4,-7.192,-6.672,7777,-5.911,-5.662,-5.786
1821,2011,3,17,20,-10.56,-9.9,-9.82,-9.32,-9.18,-8.48,-7.201,-6.746,7777,-5.982,-5.671,-5.795
1822,2011,3,17,21,-10.55,-9.81,-9.81,-9.38,-9.17,-8.47,-7.192,-6.737,7777,-5.974,-5.663,-5.787
1823,2011,3,17,22,-10.54,-9.87,-9.73,-9.37,-9.16,-8.46,-7.249,-6.728,7777,-5.966,-5.717,-5.841
1824,2011,3,17,23,-10.54,-9.87,-9.8,-9.37,-9.16,-8.46,-7.248,-6.728,7777,-5.965,-5.716,-5.84
1825,2011,3,18,0,-10.54,-9.87,-9.8,-9.44,-9.16,-8.46,-7.248,-6.792,7777,-5.965,-5.716,-5.84
1826,2011,3,18,1,-10.54,-9.87,-9.8,-9.37,-9.16,-8.46,-7.248,-6.728,7777,-6.028,-5.716,-5.84
1827,2011,3,18,2,-10.53,-9.87,-9.8,-9.44,-9.22,-8.52,-7.243,-6.787,7777,-6.023,-5.711,-5.836
1828,2011,3,18,3,-10.45,-9.79,-9.79,-9.36,-9.15,-8.52,-7.174,-6.719,7777,-5.957,-5.646,-5.832
1829,2011,3,18,4,-10.53,-9.87,-9.87,-9.44,-9.22,-8.52,-7.243,-6.787,7777,-6.023,-5.711,-5.836
1830,2011,3,18,5,-10.52,-9.86,-9.86,-9.43,-9.22,-8.59,-7.303,-6.781,7777,-6.018,-5.706,-5.83
1831,2011,3,18,6,-10.48,-9.82,-9.82,-9.38,-9.17,-8.54,-7.263,-6.742,7777,-5.979,-5.73,-5.854
1832,2011,3,18,7,-10.45,-9.86,-9.86,-9.43,-9.21,-8.58,-7.302,-6.781,7777,-6.017,-5.705,-5.83
1833,2011,3,18,8,-10.46,-9.87,-9.87,-9.44,-9.23,-8.6,-7.314,-6.792,7777,-6.028,-5.716,-5.84
1834,2011,3,18,9,-10.38,-9.79,-9.79,-9.36,-9.22,-8.52,-7.239,-6.783,7777,-6.02,-5.708,-5.832
1835,2011,3,18,10,-10.38,-9.79,-9.79,-9.43,-9.22,-8.52,-7.304,-6.783,7777,-6.019,-5.77,-5.894
1836,2011,3,18,11,-10.29,-9.71,-9.78,-9.35,-9.21,-8.51,-7.295,-6.774,7777,-6.011,-5.699,-5.824
1837,2011,3,18,12,-10.26,-9.75,-9.75,-9.39,-9.25,-8.55,-7.335,-6.813,7777,-6.049,-5.737,-5.862
1838,2011,3,18,13,-10.2,-9.76,-9.76,-9.4,-9.19,-8.56,-7.278,-6.822,7777,-5.995,-5.746,-5.87
1839,2011,3,18,14,-10.12,-9.69,-9.69,-9.33,-9.19,-8.56,-7.279,-6.759,7777,-5.997,-5.685,-5.809
1840,2011,3,18,15,-10.12,-9.68,-9.68,-9.4,-9.18,-8.55,-7.276,-6.82,7777,-6.056,-5.744,-5.869
1841,2011,3,18,16,-10.12,-9.68,-9.68,-9.39,-9.18,-8.55,-7.338,-6.816,7777,-6.053,-5.741,-5.865
1842,2011,3,18,17,-10.06,-9.62,-9.41,-9.26,-9.12,-8.5,-7.285,-6.764,7777,-6.001,-5.69,-5.814
1843,2011,3,18,18,-10.14,-9.63,-9.63,-9.34,-9.13,-8.5,-7.288,-6.831,7777,-6.004,-5.754,-5.879
1844,2011,3,18,19,-10.08,-9.64,-9.64,-9.29,-9.15,-8.52,-7.304,-6.783,7777,-6.019,-5.77,-5.832
1845,2011,3,18,20,-10.1,-9.59,-9.66,-9.3,-9.09,-8.53,-7.317,-6.795,7777,-6.03,-5.78,-5.843
1846,2011,3,18,21,-10.12,-9.61,-9.61,-9.32,-9.18,-8.55,-7.333,-6.81,7777,-6.045,-5.733,-5.857
1847,2011,3,18,22,-10.12,-9.61,-9.61,-9.25,-9.11,-8.48,-7.267,-6.81,7777,-6.045,-5.733,-5.857
1848,2011,3,18,23,-10.04,-9.61,-9.61,-9.25,-9.04,-8.48,-7.267,-6.81,7777,-6.045,-5.733,-5.857
1849,2011,3,19,0,-10.06,-9.56,-9.63,-9.27,-9.06,-8.5,-7.286,-6.829,7777,-6.064,-5.751,-5.876
1850,2011,3,19,1,-10.12,-9.61,-9.61,-9.25,-9.04,-8.48,-7.267,-6.81,7777,-6.045,-5.733,-5.857
1851,2011,3,19,2,-10.12,-9.61,-9.61,-9.25,-9.11,-8.48,-7.333,-6.81,7777,-6.045,-5.733,-5.857
1852,2011,3,19,3,-10.19,-9.61,-9.61,-9.25,-9.11,-8.55,-7.333,-6.81,7777,-6.108,-5.795,-5.857
1853,2011,3,19,4,-10.11,-9.6,-9.6,-9.24,-9.1,-8.54,-7.324,-6.802,7777,-6.037,-5.787,-5.849
1854,2011,3,19,5,-10.18,-9.6,-9.67,-9.24,-9.1,-8.54,-7.323,-6.866,7777,-6.037,-5.787,-5.911
1855,2011,3,19,6,-10.21,-9.63,-9.63,-9.2,-9.06,-8.5,-7.352,-6.829,7777,-6.064,-5.751,-5.876
1856,2011,3,19,7,-10.17,-9.59,-9.66,-9.23,-9.09,-8.53,-7.32,-6.863,7777,-6.033,-5.783,-5.908
1857,2011,3,19,8,-10.21,-9.63,-9.63,-9.27,-9.06,-8.5,-7.353,-6.895,7777,-6.065,-5.752,-5.877
1858,2011,3,19,9,-10.24,-9.65,-9.65,-9.29,-9.15,-8.59,-7.376,-6.918,7777,-6.087,-5.837,-5.962
1859,2011,3,19,10,-10.22,-9.64,-9.64,-9.28,-9.14,-8.51,-7.362,-6.84,7777,-6.075,-5.825,-5.95
1860,2011,3,19,11,-10.19,-9.61,-9.68,-9.25,-9.11,-8.55,-7.336,-6.879,7777,-6.113,-5.8,-5.925
1861,2011,3,19,12,-10.13,-9.62,-9.62,-9.27,-9.05,-8.5,-7.351,-6.894,7777,-6.128,-5.753,-5.877
1862,2011,3,19,13,-10.09,-9.58,-9.58,-9.23,-9.09,-8.53,-7.317,-6.86,7777,-6.095,-5.783,-5.907
1863,2011,3,19,14,-10.12,-9.61,-9.61,-9.25,-9.11,-8.55,-7.342,-6.885,7777,-6.119,-5.806,-5.931
1864,2011,3,19,15,-10.05,-9.54,-9.61,-9.25,-9.04,-8.49,-7.342,-6.885,7777,-6.056,-5.806,-5.931
1865,2011,3,19,16,-10.02,-9.51,-9.58,-9.22,-9.08,-8.46,-7.313,-6.857,7777,-6.092,-5.78,-5.904
1866,2011,3,19,17,-10.13,-9.55,-9.62,-9.19,-9.05,-8.5,-7.351,-6.894,7777,-6.128,-5.815,-5.94
1867,2011,3,19,18,-10.06,-9.55,-9.55,-9.19,-9.05,-8.5,-7.285,-6.829,7777,-6.065,-5.815,-5.877
1868,2011,3,19,19,-10.14,-9.56,-9.56,-9.28,-9.06,-8.51,-7.361,-6.903,7777,-6.136,-5.823,-5.948
1869,2011,3,19,20,-10.14,-9.56,-9.56,-9.28,-9.06,-8.51,-7.361,-6.903,7777,-6.136,-5.823,-5.948
1870,2011,3,19,21,-10.07,-9.56,-9.56,-9.28,-9.06,-8.51,-7.361,-6.903,7777,-6.136,-5.823,-5.948
1871,2011,3,19,22,-10.05,-9.55,-9.55,-9.26,-9.05,-8.56,-7.347,-6.889,7777,-6.123,-5.81,-5.935
1872,2011,3,19,23,-10.03,-9.52,-9.52,-9.24,-9.02,-8.54,-7.324,-6.932,7777,-6.164,-5.789,-5.913
1873,2011,3,20,0,-10.02,-9.51,-9.51,-9.22,-9.01,-8.53,-7.313,-6.856,7777,-6.154,-5.778,-5.903
1874,2011,3,20,1,-9.99,-9.49,-9.56,-9.2,-8.99,-8.5,-7.293,-6.901,7777,-6.072,-5.822,-5.947
1875,2011,3,20,2,-9.99,-9.56,-9.56,-9.2,-9.06,-8.5,-7.357,-6.899,7777,-6.132,-5.819,-5.944
1876,2011,3,20,3,-10,-9.49,-9.56,-9.21,-8.99,-8.51,-7.361,-6.903,7777,-6.136,-5.823,-5.948
1877,2011,3,20,4,-10,-9.49,-9.56,-9.21,-8.99,-8.51,-7.361,-6.903,7777,-6.136,-5.823,-5.948
1878,2011,3,20,5,-10,-9.49,-9.56,-9.21,-9.06,-8.51,-7.361,-6.968,7777,-6.136,-5.823,-5.948
1879,2011,3,20,6,-9.93,-9.49,-9.49,-9.14,-9,-8.44,-7.299,-6.908,7777,-6.141,-5.828,-5.953
1880,2011,3,20,7,-9.98,-9.48,-9.55,-9.19,-8.98,-8.49,-7.348,-6.955,7777,-6.187,-5.873,-5.936
1881,2011,3,20,8,-9.92,-9.42,-9.49,-9.13,-8.99,-8.51,-7.361,-6.903,7777,-6.136,-5.823,-5.948
1882,2011,3,20,9,-9.92,-9.42,-9.49,-9.13,-8.99,-8.51,-7.361,-6.903,7777,-6.199,-5.823,-5.948
1883,2011,3,20,10,-9.84,-9.41,-9.48,-9.13,-8.99,-8.5,-7.353,-6.896,7777,-6.13,-5.879,-5.942
1884,2011,3,20,11,-9.83,-9.4,-9.47,-9.12,-8.98,-8.49,-7.345,-6.888,7777,-6.185,-5.872,-5.934
1885,2011,3,20,12,-9.75,-9.32,-9.46,-9.11,-8.97,-8.48,-7.336,-6.879,7777,-6.114,-5.864,-5.988
1886,2011,3,20,13,-9.71,-9.35,-9.43,-9.14,-9,-8.45,-7.37,-6.913,7777,-6.147,-5.834,-5.958
1887,2011,3,20,14,-9.73,-9.3,-9.37,-9.09,-8.95,-8.47,-7.323,-6.931,7777,-6.165,-5.852,-5.977
1888,2011,3,20,15,-9.65,-9.29,-9.37,-9.08,-8.94,-8.46,-7.381,-6.923,7777,-6.157,-5.845,-5.969
1889,2011,3,20,16,-9.66,-9.24,-9.38,-9.02,-8.88,-8.47,-7.327,-6.871,7777,-6.106,-5.856,-5.981
1890,2011,3,20,17,-9.66,-9.23,-9.37,-9.02,-8.88,-8.4,-7.323,-6.931,7777,-6.165,-5.852,-5.976
1891,2011,3,20,18,-9.68,-9.25,-9.32,-9.04,-8.9,-8.42,-7.34,-6.948,7777,-6.18,-5.867,-5.929
1892,2011,3,20,19,-9.69,-9.26,-9.33,-9.05,-8.91,-8.42,-7.344,-6.952,7777,-6.184,-5.87,-5.995
1893,2011,3,20,20,-9.64,-9.22,-9.36,-9,-8.86,-8.45,-7.304,-6.912,7777,-6.145,-5.831,-5.956
1894,2011,3,20,21,-9.64,-9.22,-9.36,-9,-8.86,-8.45,-7.37,-6.912,7777,-6.145,-5.894,-6.019
1895,2011,3,20,22,-9.65,-9.22,-9.3,-9.01,-8.87,-8.46,-7.379,-6.921,7777,-6.154,-5.84,-5.965
1896,2011,3,20,23,-9.63,-9.21,-9.35,-8.99,-8.85,-8.44,-7.361,-6.968,7777,-6.2,-5.886,-6.011
1897,2011,3,21,0,-9.71,-9.28,-9.28,-8.99,-8.85,-8.44,-7.361,-6.968,7777,-6.2,-5.886,-6.011
1898,2011,3,21,1,-9.6,-9.17,-9.32,-8.96,-8.82,-8.41,-7.331,-6.939,7777,-6.171,-5.857,-5.982
1899,2011,3,21,2,-9.71,-9.28,-9.35,-8.99,-8.85,-8.44,-7.361,-6.968,7777,-6.2,-5.948,-6.074
1900,2011,3,21,3,-9.63,-9.21,-9.28,-8.99,-8.85,-8.44,-7.361,-6.968,7777,-6.199,-5.886,-6.011
1901,2011,3,21,4,-9.63,-9.21,-9.28,-8.92,-8.85,-8.37,-7.361,-6.968,7777,-6.199,-5.886,-6.011
1902,2011,3,21,5,-9.67,-9.17,-9.24,-8.96,-8.82,-8.4,-7.326,-6.934,7777,-6.166,-5.853,-5.978
1903,2011,3,21,6,-9.64,-9.22,-9.29,-8.93,-8.79,-8.38,-7.37,-6.912,7777,-6.145,-5.894,-6.019
1904,2011,3,21,7,-9.65,-9.22,-9.22,-8.94,-8.8,-8.38,-7.309,-6.917,7777,-6.149,-5.898,-6.024
1905,2011,3,21,8,-9.64,-9.22,-9.29,-8.93,-8.79,-8.38,-7.37,-6.912,7777,-6.208,-5.894,-6.019
1906,2011,3,21,9,-9.71,-9.28,-9.28,-8.99,-8.85,-8.44,-7.361,-6.968,7777,-6.2,-5.949,-6.074
1907,2011,3,21,10,-9.68,-9.25,-9.25,-8.96,-8.83,-8.41,-7.401,-7.008,7777,-6.239,-5.925,-6.05
1908,2011,3,21,11,-9.6,-9.17,-9.24,-8.96,-8.82,-8.34,-7.332,-6.94,7777,-6.237,-5.923,-6.048
1909,2011,3,21,12,-9.59,-9.16,-9.23,-8.95,-8.81,-8.33,-7.323,-6.931,7777,-6.228,-5.914,-6.039
1910,2011,3,21,13,-9.58,-9.15,-9.22,-8.94,-8.8,-8.39,-7.379,-6.987,7777,-6.219,-5.906,-6.031
1911,2011,3,21,14,-9.5,-9.07,-9.22,-8.86,-8.79,-8.38,-7.308,-6.917,7777,-6.214,-5.901,-6.026
1912,2011,3,21,15,-9.48,-9.12,-9.19,-8.91,-8.77,-8.36,-7.353,-6.961,7777,-6.258,-5.944,-6.069
1913,2011,3,21,16,-9.41,-9.06,-9.13,-8.85,-8.71,-8.3,-7.296,-6.905,7777,-6.203,-5.89,-6.015
1914,2011,3,21,17,-9.42,-9.07,-9.14,-8.86,-8.72,-8.31,-7.304,-6.913,7777,-6.21,-5.897,-6.022
1915,2011,3,21,18,-9.48,-9.05,-9.13,-8.84,-8.71,-8.29,-7.355,-6.963,7777,-6.196,-5.945,-6.07
1916,2011,3,21,19,-9.45,-9.09,-9.16,-8.88,-8.74,-8.33,-7.322,-6.93,7777,-6.227,-5.913,-6.038
1917,2011,3,21,20,-9.41,-8.99,-9.13,-8.85,-8.71,-8.3,-7.357,-6.965,7777,-6.197,-5.946,-6.072
1918,2011,3,21,21,-9.39,-9.03,-9.17,-8.82,-8.75,-8.34,-7.332,-6.94,7777,-6.236,-5.922,-6.048
1919,2011,3,21,22,-9.31,-8.96,-9.1,-8.82,-8.68,-8.34,-7.332,-6.94,7777,-6.236,-5.923,-6.048
1920,2011,3,21,23,-9.39,-8.97,-9.11,-8.83,-8.69,-8.35,-7.339,-6.947,7777,-6.243,-5.929,-6.054
1921,2011,3,22,0,-9.32,-8.97,-9.11,-8.83,-8.69,-8.35,-7.34,-7.013,7777,-6.244,-5.93,-6.055
1922,2011,3,22,1,-9.28,-8.92,-9.06,-8.78,-8.64,-8.3,-7.295,-6.968,7777,-6.2,-5.949,-6.075
1923,2011,3,22,2,-9.27,-8.91,-9.05,-8.77,-8.63,-8.29,-7.285,-6.894,7777,-6.254,-5.877,-6.002
1924,2011,3,22,3,-9.31,-8.95,-9.02,-8.74,-8.67,-8.26,-7.323,-6.931,7777,-6.29,-5.975,-6.101
1925,2011,3,22,4,-9.19,-8.91,-9.05,-8.7,-8.63,-8.29,-7.285,-6.959,7777,-6.254,-5.94,-6.065
1926,2011,3,22,5,-9.19,-8.91,-9.05,-8.7,-8.63,-8.29,-7.285,-6.959,7777,-6.254,-5.94,-6.065
1927,2011,3,22,6,-9.24,-8.89,-9.03,-8.68,-8.61,-8.27,-7.329,-6.937,7777,-6.233,-5.981,-6.107
1928,2011,3,22,7,-9.22,-8.87,-9.01,-8.66,-8.59,-8.25,-7.314,-6.987,7777,-6.218,-5.967,-6.092
1929,2011,3,22,8,-9.15,-8.87,-8.94,-8.66,-8.59,-8.25,-7.314,-6.987,7777,-6.218,-5.967,-6.092
1930,2011,3,22,9,-9.18,-8.83,-8.97,-8.69,-8.56,-8.28,-7.343,-6.951,7777,-6.246,-5.932,-6.057
1931,2011,3,22,10,-9.17,-8.82,-8.96,-8.68,-8.61,-8.27,-7.331,-7.004,7777,-6.298,-5.984,-6.109
1932,2011,3,22,11,-9.1,-8.75,-8.89,-8.61,-8.54,-8.2,-7.332,-6.94,7777,-6.237,-5.985,-6.111
1933,2011,3,22,12,-9.01,-8.73,-8.94,-8.66,-8.59,-8.25,-7.311,-6.984,7777,-6.279,-5.965,-6.09
1934,2011,3,22,13,-9.02,-8.67,-8.88,-8.6,-8.53,-8.19,-7.323,-6.931,7777,-6.228,-5.977,-6.039
1935,2011,3,22,14,-9.02,-8.74,-8.88,-8.67,-8.53,-8.26,-7.323,-6.996,7777,-6.291,-5.977,-6.102
1936,2011,3,22,15,-8.87,-8.66,-8.8,-8.6,-8.46,-8.18,-7.316,-6.925,7777,-6.222,-5.971,-6.096
1937,2011,3,22,16,-8.87,-8.59,-8.8,-8.52,-8.46,-8.18,-7.248,-6.922,7777,-6.219,-5.968,-6.093
1938,2011,3,22,17,-8.87,-8.59,-8.8,-8.52,-8.46,-8.18,-7.248,-6.922,7777,-6.219,-5.968,-6.093
1939,2011,3,22,18,-8.95,-8.67,-8.81,-8.53,-8.46,-8.19,-7.319,-6.992,7777,-6.224,-5.973,-6.098
1940,2011,3,22,19,-8.95,-8.6,-8.81,-8.53,-8.47,-8.19,-7.323,-6.931,7777,-6.29,-5.976,-6.101
1941,2011,3,22,20,-8.9,-8.62,-8.76,-8.48,-8.41,-8.14,-7.27,-6.943,7777,-6.239,-5.987,-6.113
1942,2011,3,22,21,-8.91,-8.63,-8.77,-8.5,-8.43,-8.15,-7.285,-6.959,7777,-6.254,-6.002,-6.128
1943,2011,3,22,22,-8.91,-8.57,-8.77,-8.5,-8.43,-8.15,-7.285,-6.959,7777,-6.254,-6.002,-6.128
1944,2011,3,22,23,-8.88,-8.6,-8.74,-8.46,-8.39,-8.12,-7.251,-6.989,7777,-6.221,-5.969,-6.095
1945,2011,3,23,0,-8.83,-8.56,-8.7,-8.42,-8.35,-8.15,-7.278,-6.951,7777,-6.247,-5.933,-6.058
1946,2011,3,23,1,-8.83,-8.49,-8.69,-8.42,-8.35,-8.08,-7.21,-6.95,7777,-6.245,-5.931,-6.056
1947,2011,3,23,2,-8.87,-8.52,-8.73,-8.45,-8.31,-8.11,-7.242,-6.981,7777,-6.276,-5.961,-6.087
1948,2011,3,23,3,-8.83,-8.49,-8.69,-8.42,-8.35,-8.08,-7.21,-6.95,7777,-6.245,-5.994,-6.119
1949,2011,3,23,4,-8.83,-8.49,-8.62,-8.42,-8.28,-8.08,-7.21,-6.95,7777,-6.245,-5.931,-6.056
1950,2011,3,23,5,-8.87,-8.53,-8.66,-8.39,-8.32,-8.05,-7.248,-6.987,7777,-6.281,-5.967,-6.092
1951,2011,3,23,6,-8.85,-8.5,-8.64,-8.37,-8.3,-8.03,-7.228,-6.967,7777,-6.262,-6.01,-6.073
